268.901,0.0145082,59.9
267.209,-1.33165,59.9
265.517,-2.67781,59.9
263.824,-4.02397,59.9
265.214,-4.36872,59.9
267.374,-4.46312,59.9
269.535,-4.55752,59.9
271.695,-4.65191,59.9
273.855,-4.74631,59.9
276.016,-4.84071,59.9
276.913,-6.673,59.9
277.671,-8.6984,59.9
278.428,-10.7238,59.9
279.185,-12.7492,59.9
279.943,-14.7746,59.9
280.7,-11.8,59.9
281.334,-10.1042,59.9
281.968,-8.40832,59.9
282.602,-6.71248,59.9
283.236,-5.01664,59.9
283.871,-3.3208,59.9
285.562,-3.08008,59.9
287.371,-3.00104,59.9
289.18,-2.922,59.9
290.988,-2.84297,59.9
292.797,-2.76393,59.9
292.025,-1.84642,59.9
290.608,-0.719298,59.9
289.192,0.407825,59.9
287.775,1.53495,59.9
286.358,2.66207,59.9
286.271,4.22149,59.9
286.755,5.96618,59.9
287.239,7.71087,59.9
287.723,9.45556,59.9
288.206,11.2002,59.9
287.494,11.2986,59.9
285.984,10.2993,59.9
284.475,9.3001,59.9
282.965,8.30086,59.9
281.455,7.30162,59.9
279.945,7.30162,59.9
278.435,8.30086,59.9
276.926,9.3001,59.9
275.416,10.2993,59.9
273.906,11.2986,59.9
273.194,11.2002,59.9
273.677,9.45556,59.9
274.161,7.71087,59.9
274.645,5.96618,59.9
275.129,4.22149,59.9
275.042,2.66207,59.9
273.625,1.53495,59.9
272.208,0.407826,59.9
270.792,-0.7193,59.9
269.375,-1.84642,59.9
268.603,-2.76393,59.9
270.412,-2.84297,59.9
272.221,-2.922,59.9
274.029,-3.00104,59.9
275.838,-3.08008,59.9
277.529,-3.32079,59.9
278.164,-5.01663,59.9
278.798,-6.71248,59.9
279.432,-8.40832,59.9
280.066,-10.1042,59.9
280.7,-7.7,59.9
281.217,-6.31816,59.9
281.733,-4.93632,59.9
282.25,-3.55448,59.9
282.767,-2.17264,59.9
283.954,-1.713,59.9
285.427,-1.6486,59.9
286.901,-1.5842,59.9
288.375,-1.51979,59.9
288.798,-1.11378,59.9
287.643,-0.195355,59.9
286.489,0.723073,59.9
285.334,1.6415,59.9
284.334,2.61025,59.9
284.729,4.03189,59.9
285.123,5.45354,59.9
285.517,6.87518,59.9
285.911,8.29682,59.9
285.006,7.92978,59.9
283.776,7.11555,59.9
282.545,6.30133,59.9
281.315,5.48711,59.9
280.085,5.48711,59.9
278.855,6.30133,59.9
277.624,7.11555,59.9
276.394,7.92978,59.9
275.489,8.29682,59.9
275.883,6.87518,59.9
276.277,5.45354,59.9
276.671,4.03189,59.9
277.066,2.61025,59.9
276.066,1.6415,59.9
274.911,0.723071,59.9
273.757,-0.195354,59.9
272.602,-1.11378,59.9
273.025,-1.51979,59.9
274.499,-1.5842,59.9
275.973,-1.6486,59.9
277.446,-1.713,59.9
278.633,-2.17263,59.9
279.15,-3.55447,59.9
279.667,-4.93632,59.9
280.183,-6.31816,59.9
280.7,-4.2,59.9
281.153,-2.98961,59.9
281.605,-1.77922,59.9
282.058,-0.568829,59.9
283.349,-0.512417,59.9
284.64,-0.456006,59.9
285.931,-0.399594,59.9
284.92,0.40488,59.9
283.908,1.20936,59.9
282.897,2.01383,59.9
283.242,3.25908,59.9
283.588,4.50434,59.9
283.933,5.74959,59.9
282.855,5.0364,59.9
281.778,4.3232,59.9
280.7,3.61,59.9
279.622,4.3232,59.9
278.545,5.0364,59.9
277.467,5.74959,59.9
277.812,4.50434,59.9
278.158,3.25908,59.9
278.503,2.01383,59.9
277.492,1.20935,59.9
276.48,0.404881,59.9
275.469,-0.399593,59.9
276.76,-0.456005,59.9
278.051,-0.512417,59.9
279.342,-0.568829,59.9
279.795,-1.77922,59.9
280.247,-2.98961,59.9
280.7,-1.3,59.9
281.284,0.260503,59.9
282.84,0.48201,59.9
282.13,1.32629,59.9
282.05,2.76126,59.9
281.395,2.85175,59.9
280.005,2.85175,59.9
279.35,2.76126,59.9
279.27,1.32629,59.9
278.56,0.48201,59.9
280.116,0.260503,59.9
280.7,0.4,59.9
281.116,1.62058,59.9
280.284,1.62058,59.9
